,Fragment,Molecule,Contrib
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.9546838,0.7467555,-0.2079283
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.7117425,0.7467555,0.03501296
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.5264185,0.7467555,0.22033697
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.5264185,0.7467555,0.22033697
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.86267024,0.7467555,-0.11591476
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.93918324,0.7467555,-0.19242775
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.6239814,0.7467555,0.122774065
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.84637344,0.8166902,-0.029683232
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.84637344,0.8166902,-0.029683232
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.7970627,0.8166902,0.019627512
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.80528677,0.8166902,0.011403441
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.9411803,0.8166902,-0.12449008
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.83868206,0.8166902,-0.021991849
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.9389324,0.8166902,-0.12224221
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.74920136,0.8166902,0.06748885
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.84516346,0.8166902,-0.028473258
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.72251904,0.8166902,0.09417117
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.7629853,0.8166902,0.053704917
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.84602606,0.8166902,-0.029335856
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.9411803,0.8166902,-0.12449008
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.8385213,0.8166902,-0.021831095
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.8329736,0.8166902,-0.016283393
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.74920136,0.8166902,0.06748885
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.8308219,0.8166902,-0.014131665
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.9557151,0.8166902,-0.13902491
CCOP(OCC)OCC,0.67870367,0.68624276,0.0075390935
CCOP(OCC)OCC,0.3359509,0.68624276,0.35029185
CCOP(OCC)OCC,0.67870367,0.68624276,0.0075390935
CCOP(OCC)OCC,0.67870367,0.68624276,0.0075390935
CCOP(OCC)OCC,0.8023889,0.68624276,-0.11614615
CCOP(OCC)OCC,0.8023889,0.68624276,-0.11614615
CCOP(OCC)OCC,0.8293011,0.68624276,-0.14305836
CCOP(OCC)OCC,0.82930106,0.68624276,-0.1430583
CCOP(OCC)OCC,0.8293011,0.68624276,-0.14305836
CCOP(OCC)OCC,0.8023889,0.68624276,-0.11614615
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.90398157,0.93617433,0.032192767
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9141024,0.93617433,0.022071958
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.96221435,0.93617433,-0.026040018
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9366323,0.93617433,-0.0004579425
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.7935436,0.93617433,0.14263076
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9588312,0.93617433,-0.022656858
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9570299,0.93617433,-0.020855546
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.90174925,0.93617433,0.03442508
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9452196,0.93617433,-0.009045243
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9445302,0.93617433,-0.008355856
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9193384,0.93617433,0.016835928
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.9086871,0.93617433,0.027487218
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.7950097,0.93617433,0.14116466
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.91382426,0.93617433,0.022350073
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.92055386,0.93617433,0.01562047
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.93584704,0.93617433,0.0003272891
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.92425007,0.93617433,0.011924267
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.8867393,0.93617433,0.04943502
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.96056527,0.93617433,-0.024390936
CN1CCCC1c1cccnc1,0.8117278,0.89875567,0.08702785
CN1CCCC1c1cccnc1,0.9291876,0.89875567,-0.030431926
CN1CCCC1c1cccnc1,0.91722304,0.89875567,-0.018467367
CN1CCCC1c1cccnc1,0.917636,0.89875567,-0.018880308
CN1CCCC1c1cccnc1,0.80103374,0.89875567,0.097721934
CN1CCCC1c1cccnc1,0.8350452,0.89875567,0.06371045
CN1CCCC1c1cccnc1,0.83303106,0.89875567,0.06572461
CN1CCCC1c1cccnc1,0.7894597,0.89875567,0.109295964
CN1CCCC1c1cccnc1,0.8401221,0.89875567,0.058633566
CN1CCCC1c1cccnc1,0.75392115,0.89875567,0.14483452
CN1CCCC1c1cccnc1,0.76559645,0.89875567,0.13315922
CN1CCCC1c1cccnc1,0.8619099,0.89875567,0.036845744
CNC(=O)Oc1cccc2ccccc12,0.9467816,0.9074903,-0.039291263
CNC(=O)Oc1cccc2ccccc12,0.9407295,0.9074903,-0.033239186
CNC(=O)Oc1cccc2ccccc12,0.91673964,0.9074903,-0.00924933
CNC(=O)Oc1cccc2ccccc12,0.8681344,0.9074903,0.039355934
CNC(=O)Oc1cccc2ccccc12,0.9378672,0.9074903,-0.030376911
CNC(=O)Oc1cccc2ccccc12,0.9363636,0.9074903,-0.028873265
CNC(=O)Oc1cccc2ccccc12,0.94868344,0.9074903,-0.041193128
CNC(=O)Oc1cccc2ccccc12,0.87096864,0.9074903,0.036521673
CNC(=O)Oc1cccc2ccccc12,0.8677299,0.9074903,0.03976041
CNC(=O)Oc1cccc2ccccc12,0.9398864,0.9074903,-0.032396078
CNC(=O)Oc1cccc2ccccc12,0.95224756,0.9074903,-0.044757247
CNC(=O)Oc1cccc2ccccc12,0.861748,0.9074903,0.045742333
CNC(=O)Oc1cccc2ccccc12,0.8880021,0.9074903,0.019488215
CNC(=O)Oc1cccc2ccccc12,0.9315156,0.9074903,-0.024025261
CNC(=O)Oc1cccc2ccccc12,0.9538293,0.9074903,-0.046338975
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.79480976,0.6231158,-0.17169398
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7674375,0.6231158,-0.14432174
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.92719555,0.6231158,-0.30407977
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.92719555,0.6231158,-0.30407977
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.94057435,0.6231158,-0.31745857
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7760657,0.6231158,-0.15294993
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.79717934,0.6231158,-0.17406356
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.94057435,0.6231158,-0.31745857
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.76743764,0.6231158,-0.14432186
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7674375,0.6231158,-0.14432174
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7167888,0.6231158,-0.09367305
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7167887,0.6231158,-0.09367293
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.79717934,0.6231158,-0.17406356
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7760656,0.6231158,-0.15294981
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7674375,0.6231158,-0.14432174
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.94057435,0.6231158,-0.31745857
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.7948099,0.6231158,-0.1716941
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.94057435,0.6231158,-0.31745857
COC(=O)c1ccc(O)cc1,0.9554599,0.86425656,-0.09120333
COC(=O)c1ccc(O)cc1,0.6359967,0.86425656,0.22825986
COC(=O)c1ccc(O)cc1,0.85161084,0.86425656,0.012645721
COC(=O)c1ccc(O)cc1,0.6605436,0.86425656,0.20371294
COC(=O)c1ccc(O)cc1,0.8569291,0.86425656,0.0073274374
COC(=O)c1ccc(O)cc1,0.8569291,0.86425656,0.0073274374
COC(=O)c1ccc(O)cc1,0.6811028,0.86425656,0.18315375
COC(=O)c1ccc(O)cc1,0.84560007,0.86425656,0.018656492
COC(=O)c1ccc(O)cc1,0.850463,0.86425656,0.013793588
COC(=O)c1ccc(O)cc1,0.28911746,0.86425656,0.5751391
COC(=O)c1ccc(O)cc1,0.84560007,0.86425656,0.018656492
COC(=O)c1ccccc1C(=O)OC,0.9246506,0.90915275,-0.015497863
COC(=O)c1ccccc1C(=O)OC,0.9204043,0.90915275,-0.011251569
COC(=O)c1ccccc1C(=O)OC,0.9262914,0.90915275,-0.01713866
COC(=O)c1ccccc1C(=O)OC,0.9262914,0.90915275,-0.01713866
COC(=O)c1ccccc1C(=O)OC,0.91074497,0.90915275,-0.0015922189
COC(=O)c1ccccc1C(=O)OC,0.85519755,0.90915275,0.053955197
COC(=O)c1ccccc1C(=O)OC,0.84423155,0.90915275,0.0649212
COC(=O)c1ccccc1C(=O)OC,0.9204043,0.90915275,-0.011251569
COC(=O)c1ccccc1C(=O)OC,0.85519755,0.90915275,0.053955197
COC(=O)c1ccccc1C(=O)OC,0.9246506,0.90915275,-0.015497863
COC(=O)c1ccccc1C(=O)OC,0.895812,0.90915275,0.013340771
COC(=O)c1ccccc1C(=O)OC,0.895812,0.90915275,0.013340771
COC(=O)c1ccccc1C(=O)OC,0.84423155,0.90915275,0.0649212
COC(=O)c1ccccc1C(=O)OC,0.91074497,0.90915275,-0.0015922189
COP(=O)(OC)OC=C(Cl)Cl,0.4057975,0.50990117,0.104103655
COP(=O)(OC)OC=C(Cl)Cl,0.64402854,0.50990117,-0.13412738
COP(=O)(OC)OC=C(Cl)Cl,0.61502874,0.50990117,-0.10512757
COP(=O)(OC)OC=C(Cl)Cl,0.7894348,0.50990117,-0.27953362
COP(=O)(OC)OC=C(Cl)Cl,0.4746844,0.50990117,0.03521678
COP(=O)(OC)OC=C(Cl)Cl,0.7698272,0.50990117,-0.25992602
COP(=O)(OC)OC=C(Cl)Cl,0.40033135,0.50990117,0.10956982
COP(=O)(OC)OC=C(Cl)Cl,0.40579748,0.50990117,0.104103684
COP(=O)(OC)OC=C(Cl)Cl,0.61502874,0.50990117,-0.10512757
COP(=O)(OC)OC=C(Cl)Cl,0.7751857,0.50990117,-0.26528454
COP(=O)(OC)OC=C(Cl)Cl,0.7698272,0.50990117,-0.25992602
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.76800215,0.7044082,-0.063593924
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.44566876,0.7044082,0.25873947
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.7612222,0.7044082,-0.056813955
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.7189898,0.7044082,-0.014581561
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.7612222,0.7044082,-0.056813955
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.71496195,0.7044082,-0.010553718
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.8199484,0.7044082,-0.11554015
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.44566876,0.7044082,0.25873947
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.7389174,0.7044082,-0.034509182
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.71496195,0.7044082,-0.010553718
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.52273923,0.7044082,0.181669
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.5453556,0.7044082,0.15905261
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.89356196,0.7044082,-0.18915373
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.6142812,0.7044082,0.09012705
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.81994843,0.7044082,-0.11554021
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.76800215,0.7044082,-0.063593924
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.9025556,0.89781934,-0.0047362447
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.82973474,0.89781934,0.0680846
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.88039196,0.89781934,0.017427385
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.89935774,0.89781934,-0.0015383959
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.79773575,0.89781934,0.10008359
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.9163874,0.89781934,-0.018568039
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.7884085,0.89781934,0.10941082
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.9330035,0.89781934,-0.035184145
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.6407704,0.89781934,0.25704896
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.75277543,0.89781934,0.14504391
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.8967487,0.89781934,0.0010706186
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.8515223,0.89781934,0.046297014
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.88696903,0.89781934,0.01085031
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.9163874,0.89781934,-0.018568039
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.9025556,0.89781934,-0.0047362447
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.9559359,0.89781934,-0.058116555
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.73032975,0.89781934,0.16748959
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.8119807,0.89781934,0.085838616
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.89017946,0.89781934,0.007639885
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.89849776,0.87235326,-0.026144505
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.85823345,0.87235326,0.014119804
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.886234,0.87235326,-0.01388073
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.7010637,0.87235326,0.17128956
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.87795097,0.87235326,-0.0055977106
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.8818603,0.87235326,-0.00950706
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.87795097,0.87235326,-0.0055977106
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.7310609,0.87235326,0.14129233
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.81568223,0.87235326,0.056671023
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.8312338,0.87235326,0.041119456
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.8634826,0.87235326,0.008870661
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.9111867,0.87235326,-0.03883344
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.8836024,0.87235326,-0.011249125
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.8466581,0.87235326,0.025695145
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.8339749,0.87235326,0.038378358
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.9402587,0.87235326,-0.067905426
COc1ccc(C(=O)c2ccccc2)c(O)c1,0.886234,0.87235326,-0.01388073
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.92899835,0.87893397,-0.050064385
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.87935877,0.87893397,-0.0004248023
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.8932803,0.87893397,-0.014346361
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.7739458,0.87893397,0.10498816
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.8516027,0.87893397,0.027331293
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.8848636,0.87893397,-0.005929649
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.83428377,0.87893397,0.044650197
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.74271166,0.87893397,0.1362223
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.8398413,0.87893397,0.03909266
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.89913994,0.87893397,-0.020205975
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.84010005,0.87893397,0.038833916
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.9165129,0.87893397,-0.03757894
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.83621126,0.87893397,0.042722702
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.8053763,0.87893397,0.073557675
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.95088387,0.87893397,-0.0719499
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.837541,0.87893397,0.041392982
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.9321848,0.87893397,-0.05325085
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.88482237,0.87893397,-0.0058884025
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.89355075,0.91101015,0.017459393
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8592529,0.91101015,0.051757216
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.7989773,0.91101015,0.11203283
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.83820045,0.91101015,0.072809696
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8592529,0.91101015,0.051757216
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8396968,0.91101015,0.07131332
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.6789449,0.91101015,0.23206526
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8396968,0.91101015,0.07131332
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.81942147,0.91101015,0.091588676
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8382004,0.91101015,0.072809756
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8396968,0.91101015,0.07131332
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.67894495,0.91101015,0.2320652
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.81942147,0.91101015,0.091588676
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.67894495,0.91101015,0.2320652
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.89355075,0.91101015,0.017459393
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8592529,0.91101015,0.051757216
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8455965,0.91101015,0.065413654
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8592529,0.91101015,0.051757216
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.67894495,0.91101015,0.2320652
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.8455965,0.91101015,0.065413654
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.78743285,0.91101015,0.1235773
CSc1nc2ccccc2s1,0.89842176,0.8473929,-0.051028848
CSc1nc2ccccc2s1,0.81921273,0.8473929,0.028180182
CSc1nc2ccccc2s1,0.8685082,0.8473929,-0.021115303
CSc1nc2ccccc2s1,0.88916403,0.8473929,-0.041771114
CSc1nc2ccccc2s1,0.9481536,0.8473929,-0.1007607
CSc1nc2ccccc2s1,0.94161963,0.8473929,-0.09422672
CSc1nc2ccccc2s1,0.81443447,0.8473929,0.032958448
CSc1nc2ccccc2s1,0.877924,0.8473929,-0.030531108
CSc1nc2ccccc2s1,0.905588,0.8473929,-0.058195055
CSc1nc2ccccc2s1,0.97341996,0.8473929,-0.12602705
CSc1nc2ccccc2s1,0.8160272,0.8473929,0.031365693
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.90766126,0.928916,0.021254718
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.84003216,0.928916,0.08888382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.84003216,0.928916,0.08888382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.90766126,0.928916,0.021254718
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.8893936,0.928916,0.03952235
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.90766126,0.928916,0.021254718
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.88939375,0.928916,0.03952223
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.88939375,0.928916,0.03952223
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9500543,0.928916,-0.02113831
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.90766126,0.928916,0.021254718
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.90929085,0.928916,0.019625127
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.83021784,0.928916,0.09869814
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.8893936,0.928916,0.03952235
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.90766126,0.928916,0.021254718
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.90766126,0.928916,0.021254718
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9500543,0.928916,-0.02113831
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.8302177,0.928916,0.09869826
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9081995,0.9288989,0.020699382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9486092,0.9288989,-0.019710302
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.86546904,0.9288989,0.06342983
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9081995,0.9288989,0.020699382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.94216675,0.9288989,-0.013267875
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9081995,0.9288989,0.020699382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9304919,0.9288989,-0.0015930533
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9304919,0.9288989,-0.0015930533
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9304919,0.9288989,-0.0015930533
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9081995,0.9288989,0.020699382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9041805,0.9288989,0.024718344
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9041805,0.9288989,0.024718344
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9304919,0.9288989,-0.0015930533
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9081995,0.9288989,0.020699382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.94216675,0.9288989,-0.013267875
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.8641764,0.9288989,0.06472248
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.86667293,0.9288989,0.062225938
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.86546904,0.9288989,0.06342983
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9081995,0.9288989,0.020699382
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9486092,0.9288989,-0.019710302
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.86667293,0.9288989,0.062225938
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.89414257,0.92875314,0.03461057
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.92539036,0.92875314,0.0033627748
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.8751246,0.92875314,0.053628564
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.89414257,0.92875314,0.03461057
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.9044887,0.92875314,0.024264455
