,Fragment,Molecule,Contrib
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.75056535,0.699938,-0.05062735
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.9188934,0.699938,-0.2189554
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.67680156,0.699938,0.023136437
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.75056535,0.699938,-0.05062735
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.6824327,0.699938,0.017505288
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.68649316,0.699938,0.013444841
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.7038341,0.699938,-0.0038961172
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.66363037,0.699938,0.036307633
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.66363037,0.699938,0.036307633
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.6808105,0.699938,0.019127488
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.6768016,0.699938,0.023136377
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.75056535,0.699938,-0.05062735
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.70589185,0.699938,-0.0059538484
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.75056535,0.699938,-0.05062735
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.6824328,0.699938,0.017505229
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.70589185,0.699938,-0.0059538484
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.6808105,0.699938,0.019127488
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.68649316,0.699938,0.013444841
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.9355209,0.8770846,-0.058436275
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.8050931,0.8770846,0.0719915
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.82306457,0.8770846,0.054020047
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.90403193,0.8770846,-0.02694732
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.8781494,0.8770846,-0.0010647774
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.88158596,0.8770846,-0.004501343
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.9112917,0.8770846,-0.034207106
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.54724485,0.8770846,0.32983977
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.913622,0.8770846,-0.03653741
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.6513397,0.8770846,0.2257449
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.82306457,0.8770846,0.054020047
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.85510695,0.8770846,0.021977663
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.8050931,0.8770846,0.0719915
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.54096913,0.8770846,0.33611548
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.78020483,0.8770846,0.09687978
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.7802048,0.8770846,0.09687984
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.93767273,0.8770846,-0.06058812
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.9093476,0.8770846,-0.03226298
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.7808942,0.8770846,0.09619039
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.9000328,0.8770846,-0.022948205
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.82306457,0.8770846,0.054020047
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.89669544,0.8770846,-0.019610822
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.6436722,0.8770846,0.23341238
BrC1=C(Br)C(Br)C(Br)(C(Br)(c2ccccc2)C(Br)(Br)Br)C(Br)=C1Br,0.8723389,0.8770846,0.004745722
BrCC(Br)C1CCC(Br)C(Br)C1,0.871904,0.8093359,-0.06256813
BrCC(Br)C1CCC(Br)C(Br)C1,0.61874473,0.8093359,0.19059116
BrCC(Br)C1CCC(Br)C(Br)C1,0.80113214,0.8093359,0.008203745
BrCC(Br)C1CCC(Br)C(Br)C1,0.83536845,0.8093359,-0.026032567
BrCC(Br)C1CCC(Br)C(Br)C1,0.6468211,0.8093359,0.1625148
BrCC(Br)C1CCC(Br)C(Br)C1,0.8397741,0.8093359,-0.030438185
BrCC(Br)C1CCC(Br)C(Br)C1,0.8524314,0.8093359,-0.04309553
BrCC(Br)C1CCC(Br)C(Br)C1,0.89360446,0.8093359,-0.08426857
BrCC(Br)C1CCC(Br)C(Br)C1,0.78899306,0.8093359,0.020342827
BrCC(Br)C1CCC(Br)C(Br)C1,0.8955352,0.8093359,-0.08619928
BrCC(Br)C1CCC(Br)C(Br)C1,0.8830038,0.8093359,-0.073667884
BrCC(Br)C1CCC(Br)C(Br)C1,0.8634548,0.8093359,-0.05411893
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.8952522,0.7924351,-0.10281712
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.8952522,0.7924351,-0.10281712
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.8952522,0.7924351,-0.10281712
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.7827368,0.7924351,0.009698331
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.7827368,0.7924351,0.009698331
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.8952522,0.7924351,-0.10281712
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.7827368,0.7924351,0.009698331
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.7827368,0.7924351,0.009698331
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.7827368,0.7924351,0.009698331
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.7827368,0.7924351,0.009698331
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.8952522,0.7924351,-0.10281712
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.8952522,0.7924351,-0.10281712
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8143229,0.69374377,-0.12057912
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.70847636,0.69374377,-0.014732599
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.733518,0.69374377,-0.03977424
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.7084763,0.69374377,-0.01473254
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8160712,0.69374377,-0.12232745
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8821285,0.69374377,-0.18838471
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.70847636,0.69374377,-0.014732599
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.74965286,0.69374377,-0.055909097
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.7610635,0.69374377,-0.06731975
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8160712,0.69374377,-0.12232745
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8821285,0.69374377,-0.18838471
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.7084763,0.69374377,-0.01473254
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8160713,0.69374377,-0.12232751
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.7610635,0.69374377,-0.06731975
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.733518,0.69374377,-0.03977424
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.7610635,0.69374377,-0.06731975
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.74965286,0.69374377,-0.055909097
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.74965286,0.69374377,-0.055909097
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8160713,0.69374377,-0.12232751
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.74965286,0.69374377,-0.055909097
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.9016055,0.69374377,-0.20786172
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.8143229,0.69374377,-0.12057912
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.7610635,0.69374377,-0.06731975
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.83319277,0.67295444,-0.16023833
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.88130283,0.67295444,-0.2083484
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.82193494,0.67295444,-0.1489805
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.7794748,0.67295444,-0.106520355
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.83319277,0.67295444,-0.16023833
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8144477,0.67295444,-0.14149326
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8144477,0.67295444,-0.14149326
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.81745046,0.67295444,-0.14449602
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.7794748,0.67295444,-0.106520355
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.81745046,0.67295444,-0.14449602
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8174504,0.67295444,-0.14449596
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.82193494,0.67295444,-0.1489805
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.7794748,0.67295444,-0.106520355
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8219349,0.67295444,-0.14898044
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8174504,0.67295444,-0.14449596
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.7794748,0.67295444,-0.106520355
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8144477,0.67295444,-0.14149326
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.83319277,0.67295444,-0.16023833
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.83319277,0.67295444,-0.16023833
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8219349,0.67295444,-0.14898044
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.88130295,0.67295444,-0.20834851
Brc1c(Br)c(Br)c2c(c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1O2,0.8144477,0.67295444,-0.14149326
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.9543538,0.9096711,-0.04468268
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.92097485,0.9096711,-0.011303723
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.900845,0.9096711,0.008826137
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.94726473,0.9096711,-0.037593603
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.94726473,0.9096711,-0.037593603
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.92198664,0.9096711,-0.012315512
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.92198664,0.9096711,-0.012315512
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.8115218,0.9096711,0.0981493
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.85290515,0.9096711,0.056765974
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.94726473,0.9096711,-0.037593603
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.94726473,0.9096711,-0.037593603
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.9219866,0.9096711,-0.012315452
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.92198664,0.9096711,-0.012315512
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.9181021,0.9096711,-0.008430958
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.95435375,0.9096711,-0.044682622
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.92097485,0.9096711,-0.011303723
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.900845,0.9096711,0.008826137
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.85290515,0.9096711,0.056765974
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.8115218,0.9096711,0.0981493
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.85290515,0.9096711,0.056765974
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.8529053,0.9096711,0.056765854
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0.9181021,0.9096711,-0.008430958
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.932062,0.9010802,-0.03098178
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.9566016,0.9010802,-0.05552143
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.90278023,0.9010802,-0.0017000437
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.9559408,0.9010802,-0.054860592
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.81986344,0.9010802,0.08121675
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.82884914,0.9010802,0.072231054
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.82884914,0.9010802,0.072231054
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.93839544,0.9010802,-0.03731525
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.86954623,0.9010802,0.031533957
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.9251601,0.9010802,-0.024079919
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.90278023,0.9010802,-0.0017000437
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.8887449,0.9010802,0.0123353
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.9566016,0.9010802,-0.05552143
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.71233696,0.9010802,0.18874323
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.9629016,0.9010802,-0.0618214
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.76358366,0.9010802,0.13749653
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.81244844,0.9010802,0.08863175
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.94044137,0.9010802,-0.03936118
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.9629016,0.9010802,-0.0618214
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.8755017,0.9010802,0.025578499
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.8140967,0.9010802,0.0869835
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.93577844,0.9251595,-0.010618925
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9099323,0.9251595,0.015227199
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.8660459,0.9251595,0.05911362
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9467617,0.9251595,-0.021602213
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9502835,0.9251595,-0.025124013
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9467617,0.9251595,-0.021602213
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9502835,0.9251595,-0.025124013
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.96338177,0.9251595,-0.038222253
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.96338177,0.9251595,-0.038222253
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.8660459,0.9251595,0.05911362
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9451353,0.9251595,-0.019975781
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.93577844,0.9251595,-0.010618925
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.90993226,0.9251595,0.015227258
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.960578,0.9251595,-0.03541851
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.93917,0.9251595,-0.014010489
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.960578,0.9251595,-0.03541851
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.93917,0.9251595,-0.014010489
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.88892365,0.9251595,0.03623587
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9575172,0.9251595,-0.032357693
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.88892365,0.9251595,0.03623587
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.9451353,0.9251595,-0.019975781
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.95797384,0.9501247,-0.007849157
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.93980014,0.9501247,0.010324538
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9356391,0.9501247,0.014485598
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.8887288,0.9501247,0.061395884
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9469127,0.9501247,0.003211975
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9509119,0.9501247,-0.00078719854
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9194261,0.9501247,0.030698597
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.96388555,0.9501247,-0.013760865
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.8572327,0.9501247,0.09289199
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.95656216,0.9501247,-0.0064374804
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9364543,0.9501247,0.013670385
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9516907,0.9501247,-0.0015659928
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.83377516,0.9501247,0.11634952
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.93575674,0.9501247,0.014367938
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.8696089,0.9501247,0.0805158
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.8815959,0.9501247,0.06852877
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9381625,0.9501247,0.011962175
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.93497014,0.9501247,0.015154541
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9368096,0.9501247,0.013315082
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,0.9168748,0.9501247,0.033249855
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.96381164,0.9174883,-0.04632336
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.8965862,0.9174883,0.020902097
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.8740698,0.9174883,0.043418467
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.8959293,0.9174883,0.021559
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.91612107,0.9174883,0.0013672113
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.94423795,0.9174883,-0.02674967
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.92639685,0.9174883,-0.00890857
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.91612107,0.9174883,0.0013672113
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.8955924,0.9174883,0.021895885
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.9174153,0.9174883,7.2956085e-05
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.94423795,0.9174883,-0.02674967
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.8814711,0.9174883,0.03601718
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.9141442,0.9174883,0.003344059
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.87210244,0.9174883,0.045385838
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.80786157,0.9174883,0.10962671
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.8291153,0.9174883,0.088373005
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.8291153,0.9174883,0.088373005
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.9323833,0.9174883,-0.014895022
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.9148478,0.9174883,0.0026404858
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.8876025,0.8527228,-0.034879684
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.8826355,0.8527228,-0.02991265
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.8333557,0.8527228,0.019367099
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.87968045,0.8527228,-0.026957631
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.87968045,0.8527228,-0.026957631
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.8710907,0.8527228,-0.018367887
