canonical_smiles,label_ACE2,DataType
CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,1.0,Tox
Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,1.0,L1000
NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,1.0,L1000
CC(=O)OC1CC(S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.0,L1000
O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(S(=O)(=O)N3CCCCC3)cc2)SC(=S)N1CCS(=O)(=O)O,1.0,L1000
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.0,L1000
O=C(O)c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,1.0,L1000
CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,1.0,L1000
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccc(C#N)cc3)cc2O[C@@H]1CN(C)Cc1cccc(F)c1,1.0,L1000
CCN(C[C@H]1N[C@H](CO)[C@@H]1c1ccccc1)C(=O)c1ccncc1,1.0,L1000
CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3CC12,1.0,L1000
C/C=C/c1ccc([C@@H]2[C@@H](CO)N(C(=O)C3CCC3)[C@H]2CN(CC)C(=O)CC)cc1,1.0,L1000
COc1cc(CC(O)CO)ccc1O,1.0,L1000
COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@H](C)O3)cc1,1.0,L1000
COc1cccc(S(=O)(=O)N[C@@H]2CC[C@H](CCN)O[C@H]2CO)c1,1.0,L1000
O=C1NC(=S)N(c2cccc3ccccc23)C(=O)C1=Cc1c[nH]c2ccccc12,1.0,L1000
C/C=C/c1ccc(OCc2cn3cccc(C)c3n2)c(OC)c1,1.0,L1000
CNC(C)[C@H](O)c1ccccc1,1.0,L1000
COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@H](C)O3)cc1,1.0,L1000
O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,1.0,L1000
Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1,1.0,L1000
CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(Cl)c(OCC(=O)O)c(Cl)c3)c(=O)n2C1c1cccc(OC)c1,1.0,L1000
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,1.0,L1000
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(C(=O)c2cccnc2)C[C@H]1C,1.0,L1000
c1ccc2[nH]c(CCn3c4ccccc4c4ccccc43)nc2c1,1.0,L1000
Cc1cccc(C)c1-n1nnnc1SCc1nc(=N)nc(N(C)C)[nH]1,1.0,L1000
O=C(c1ccccc1)N1CC2(C1)[C@@H](c1ccccc1)[C@@H](CO)N2Cc1cc(F)ccc1F,1.0,L1000
CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)Nc1cccc2ncccc12)C(C)C,1.0,L1000
CCCn1ncc(CN2CCCC(C(=O)c3cccc(OC(C)C)c3)C2)c1C,1.0,L1000
CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O,1.0,L1000
Cc1cc(C(=O)Nc2ccc3c(c2)C(=O)N(C)[C@@H]2CC[C@@H](CC(=O)NC4CCCC4)O[C@@H]2CO3)no1,1.0,L1000
COC(N)=O,1.0,Tox
O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3O[C@@H]2[C@H](CO)O1)NCC(F)(F)F,1.0,L1000
O=C(O)c1ccc(-c2noc(-c3cccc(F)c3)n2)cc1,1.0,L1000
O=c1[nH]c2ccccc2c2ccccc12,1.0,L1000
COc1ccc(CNC(=O)N(C)C[C@@H]2OCc3ccccc3-c3c(n(C)c4ccccc34)C(=O)N([C@H](C)CO)C[C@H]2C)cc1,1.0,L1000
COC(=O)C1=C(C)N=C(C)C([N+](=O)[O-])C1c1ccccc1C(F)(F)F,1.0,L1000
CO[C@@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C(C)C(=O)N(C)C[C@H]1O2,1.0,L1000
CC(C)[C@@]1(NC(=O)C2CC3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,1.0,L1000
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1.0,L1000
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,1.0,L1000
O=C(C[C@H]1C=C[C@@H](NC(=O)CC2CC2)[C@H](CO)O1)NCC(F)(F)F,1.0,L1000
COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(/C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O[C@H](C(C)CC2CC[C@@H](O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,1.0,L1000
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,1.0,L1000
COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(C)CC31CCN(S(=O)(=O)c2cccc(F)c2)CC1,1.0,L1000
CC(=O)N(C)c1ccc(N=Cc2c(O)ccc3ccccc23)cc1,1.0,L1000
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,1.0,L1000
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,1.0,L1000
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,1.0,L1000
O=C(Cc1ccccn1)NCC[C@@H]1CC[C@H](NC(=O)Nc2ccc(Cl)cc2)[C@H](CO)O1,1.0,L1000
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1.0,L1000
CC(NCC(O)C[PH](=O)(=O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1,1.0,L1000
C#C[C@]1(O)CCC2C3CC=C4CC(=O)CCC4C3CC[C@@]21CC,1.0,L1000
Oc1ccc(N=c2[nH]c(-c3ccc(Cl)cc3)cs2)cc1,1.0,L1000
c1ccc2ncccc2c1,1.0,Tox
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1.0,L1000
CS(=O)(=O)c1ccc(Cn2c3c(c4cc(F)cc(F)c42)CCCC3CC(=O)O)cc1,1.0,L1000
NC1C[C@H]1c1ccccc1,1.0,L1000
Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,1.0,L1000
O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,1.0,L1000
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,1.0,L1000
CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)c1cnccn1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.0,L1000
FC(F)(F)c1ccc(Cl)c(N=c2[nH]nc(-c3ccncc3)s2)c1,1.0,L1000
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.0,L1000
CO[C@@H]1CC[C@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](OC)[C@@H](C)C(=O)N(C)C[C@H]1O2,1.0,L1000
COC(=O)N1C(=O)[C@@](c2ccccc2)(C2CCCC2)N1C(=O)OC,1.0,L1000
CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,1.0,L1000
C=CC[C@]1(O)CCC2C3=C(C=C[C@@]21C)C1=C(CC3)CC(=O)CC1,1.0,L1000
C[C@H]1CCCCO[C@@H](CN(C)C(=O)c2ccncc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,1.0,L1000
Nc1cccc2ccccc12,1.0,Tox
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc(Cl)c(C(F)(F)F)c1,1.0,L1000
COc1ccc(OC(=O)N(C)C[C@@H]2OCc3cn(nn3)CCCC(=O)N([C@H](C)CO)C[C@@H]2C)cc1,1.0,L1000
O=C1/C(=C\c2ccccc2)C(NC2CCCCC2)c2ccccc21,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O[C@H]1CN(C)Cc1ccc(C(=O)O)cc1,1.0,L1000
COc1ccc(-c2ccccc2)cc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1O,1.0,L1000
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1.0,L1000
CCN([N+][O-])C(N)=O,1.0,Tox
O=C(Cc1ccccc1)NC1CCCc2c1cnn2-c1ccc(F)cc1F,1.0,L1000
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,1.0,L1000
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,1.0,L1000
CN(C)c1ccc2c(c1)[C@H]1C[C@H](CC(=O)O)O[C@@H](CO)[C@H]1O2,1.0,L1000
COc1ccc(OC)c(-c2nnc3n2N=C(c2ccc(OC)c(OC)c2)CS3)c1,1.0,L1000
O=c1c2ccccc2sn1-c1ccc(F)cc1,1.0,L1000
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1.0,L1000
O=C(C[C@H]1C=C[C@@H](NC(=O)CC2CC2)[C@H](CO)O1)NCC(F)(F)F,1.0,L1000
COCC(=O)NC[C@@H]1[C@H](c2ccccc2)[C@H](CO)N1C(=O)c1ccccc1,1.0,L1000
N#C[C@@H]1[C@H](c2ccc(C#CC3(O)CCCC3)cc2)[C@@H](CO)N1C(=O)C1CC1,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(-c3ccccc3F)cnc2O[C@H]1CN(C)C(=O)c1cnccn1,1.0,L1000
CN1CCN(C(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)C5CCOCC5)cc4C(=O)N3C)O2)CC1,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O[C@H](C)CCCCO[C@H]1CN(C)Cc1ccccc1,1.0,L1000
N#C[C@@H]1[C@H](c2ccc(C#CC3(O)CCCC3)cc2)[C@@H](CO)N1C(=O)C1CC1,1.0,L1000
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,1.0,L1000
C#C[C@]1(O)CCC2C3CC=C4CC(=O)CCC4C3CC[C@@]21CC,1.0,L1000
CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@H]1C,1.0,L1000
C[C@H]1CCCCO[C@@H](CN(C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,1.0,L1000
N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,1.0,L1000
COc1cccc(-c2cc(N3CCN(C(=O)c4ccoc4)CC3)n3nc(-c4cccc(Cl)c4)cc3n2)c1,1.0,L1000
O=c1/c(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)sc2nc3cc(Br)cnc3n12,1.0,L1000
CCC1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)C(C)[C@H](O)C(C)C(=O)C(C)[C@@H](O)C(C)=CCC(=O)OC2[C@@H](C)C(CC1)OC1(CC[C@@H](C)C(C[C@H](C)O)O1)[C@@H]2C,1.0,L1000
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1.0,L1000
CCc1cc2cc3c(cc2nc1SCC(=O)OC(C)C)OCO3,1.0,L1000
CC1(C)CC1C(=O)N=C(CCCCCSCC(N)C(=O)O)C(=O)O,1.0,L1000
O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,1.0,L1000
CC(C)C#Cc1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)c1cccnc1)O2,1.0,L1000
COc1cc2c(cc1OC)N(CCCN(C)C)c1cc(Cl)ccc1S2,1.0,L1000
CCCCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,1.0,L1000
C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(C(F)(F)F)cc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)Nc3cccc4ccccc34)ccc2O1,1.0,L1000
CCCCC=CC=CC1=C(C=CCCCCC(=O)O)CCC1=O,1.0,L1000
Cc1cc(SC(C)C(=O)N=c2[nH]cc(Cl)cc2Cl)nc2ccccc12,1.0,L1000
COc1cccc(-c2cc(N3CCN(C(=O)c4ccoc4)CC3)n3nc(-c4cccc(Cl)c4)cc3n2)c1,1.0,L1000
O=C(C1=CC(c2cccs2)C[C@H](OCCCCO)O1)N1CCCCCCC1,1.0,L1000
CC(=O)c1cccc(-c2csc3ncnc(Sc4nnnn4C)c23)c1,1.0,L1000
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,1.0,L1000
NC(Cc1ccc(O)cc1O)C(=O)O,1.0,L1000
CCCN[C@H]1CCc2[nH]c(=N)sc2C1,1.0,L1000
COc1cc(C)c(Sc2c[nH]c(=NC(=O)c3ccc(CNC(C)C(C)C)cc3)s2)cc1C(=O)N1CCN(C(C)=O)CC1,1.0,L1000
C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccccc1C(F)(F)F,1.0,L1000
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,1.0,L1000
CCOc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,1.0,L1000
O=C1C(c2ccccn2)=[N+]([O-])c2ccccc21,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)C(=O)Nc1cccc2ccccc12,1.0,L1000
CCCCCC=CCC=CCC=CCC=CCCCC(=O)Nc1ccc(O)cc1,1.0,L1000
Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,1.0,L1000
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,1.0,L1000
Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCC[C@H](C)O2,1.0,L1000
N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,1.0,L1000
CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)Cc1ccc3c(c1)OCO3)O2,1.0,L1000
CN1C(=O)C23CC4(C56CC78SSC(CO)(C(=O)N7C5Nc5ccccc56)N(C)C8=O)c5ccccc5NC4N2C(=O)C1(CO)SS3,1.0,L1000
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNCC(O)COc3ccc(O)cc3)cc2)cc1,1.0,L1000
CN1CCN(C(=O)c2cc3c(c(-c4cccc(-c5cccc(F)c5)c4)n2)C(CCO)N([S+]([O-])C(C)(C)C)C3)CC1,1.0,L1000
COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1.0,L1000
COc1ccc(NC(=O)N[C@@H]2CC[C@H](CC(=O)NC3CCC3)O[C@@H]2CO)cc1,1.0,L1000
O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2Cc2ccc3c(c2)OCO3)O1)Nc1ccc(-c2ccccc2)cc1,1.0,L1000
COCC(=O)N(C)C[C@@H]1Oc2cc(-c3ccccc3F)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,1.0,L1000
O=C1NC(=S)S/C1=C/c1cc(Br)ccc1OCc1ccccc1Br,1.0,L1000
COc1ccc(CN(C)C[C@@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1,1.0,L1000
O=C(C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1,1.0,L1000
CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,1.0,L1000
c1cncc(CN=c2[nH]cnc3ccc(-c4ccoc4)cc23)c1,1.0,L1000
CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2OC[C@@H](C)N(CCc2ccccc2)C[C@H]1C,1.0,L1000
Cc1c[nH]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,1.0,L1000
OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccc(F)c1,1.0,L1000
COc1cc2c(cc1OC)-c1cc3nc4ccccc4nc3n1C(C)(C)C2,1.0,L1000
O=C1CC2c3cc4c(c(O)c3C(O)N[C@H]2[C@H](O)C1=O)OCO4,1.0,L1000
NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,1.0,L1000
C[C@@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)C(=O)c1ccncc1,1.0,L1000
CN1C(=O)C23CC4(C56CC78SSC(CO)(C(=O)N7C5Nc5ccccc56)N(C)C8=O)c5ccccc5NC4N2C(=O)C1(CO)SS3,1.0,L1000
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,1.0,L1000
O=C(C1=CC(c2cccs2)C[C@H](OCCCCO)O1)N1CCCCCCC1,1.0,L1000
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,1.0,L1000
CC1CN(c2nc3ccccc3nc2SCC(=O)Nc2ccccc2)CC(C)O1,1.0,L1000
CN(C)C=CCC(=O)Nc1cccc(N=c2nc3c(c[nH]2)N(C)C(=O)c2ccccc2N3C)c1,1.0,L1000
Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1.0,L1000
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)CC1CC1,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)OCc1ccccc1,1.0,L1000
O=C(O)CCN1C(=O)c2cccc3c([N+](=O)[O-])ccc(c23)C1=O,1.0,L1000
O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1,1.0,L1000
CC(c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1.0,L1000
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3cccc(C#N)c3)cc2O[C@H]1CN(C)C(=O)Nc1cc(F)ccc1F,1.0,L1000
OC1(Cc2ccccc2)CCN(c2ncnc3sccc23)CC1,1.0,L1000
O=C(O)C[C@@H]1C[C@@H]2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3O[C@@H]2[C@@H](CO)O1,1.0,L1000
COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C(=O)C1CCC1)CC31CN(C(=O)c2ccccn2)C1,1.0,L1000
O=C(Nc1ccccc1)NC1CC(C(=O)O)Nc2cc(Cl)cc(Cl)c21,1.0,L1000
COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,1.0,L1000
Brc1cc2c(cc1C1Nc3ccccc3C3C=CCC31)OCO2,1.0,L1000
O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccc[nH]1,1.0,L1000
O=S(=O)(NCCNS(=O)(=O)c1c(F)cccc1F)c1ccc2c(c1)OCCO2,1.0,L1000
CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCCNC2,1.0,L1000
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1.0,Tox
COc1ccc(C(=O)c2ccccc2O)c(O)c1,1.0,L1000
CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,1.0,L1000
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)O3)cc1,1.0,L1000
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,1.0,L1000
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,1.0,L1000
O=c1c2cc(F)ccc2sn1-c1ccccc1,1.0,L1000
O=c1[nH]cc(F)c(=O)[nH]1,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)S(=O)(=O)c1ccsc1,1.0,L1000
N#C[C@H]1[C@H](c2ccccc2)[C@@H](CO)N1C(=O)Nc1cccc(F)c1,1.0,L1000
Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.0,L1000
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1.0,L1000
Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O,1.0,L1000
Cc1c(N=Cc2cc(Br)cc(Br)c2O)cccc1C(=O)O,1.0,L1000
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1.0,L1000
OCC#CCSc1nnc(-c2cccc3ccccc23)o1,1.0,L1000
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Oc2ccccc2)OCc2cnnn2CCCC1=O,1.0,L1000
C1COC(=NC(C2CC2)C2CC2)N1,1.0,L1000
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.0,L1000
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1.0,Tox
COc1cccc(S(=O)(=O)N(C)C[C@@H]2OCc3cn(nn3)CCCC(=O)N([C@@H](C)CO)C[C@H]2C)c1,1.0,L1000
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.0,L1000
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1.0,L1000
COCCNC(=O)COc1ccc(OCCNC[C@@H](O)COc2ccccc2)cc1,1.0,L1000
CN1c2ccccc2Sc2cc(N)ccc21,1.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cccc(F)c2)Oc2cc(C#CC3CC3)ccc2S1(=O)=O,1.0,L1000
O=S(=O)(NCCNS(=O)(=O)c1c(F)cccc1F)c1ccc2c(c1)OCCO2,1.0,L1000
CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,1.0,L1000
COCC#Cc1ccc([C@H]2[C@@H](C#N)N(C(=O)Cc3ccccc3)[C@@H]2CO)cc1,1.0,L1000
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1N)C2,1.0,L1000
O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,1.0,L1000
Cc1cccc(C)c1NC(=O)C[N+](C)(C)C,1.0,L1000
COC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Cc4cccs4)cc3C(=O)N2C)O1,1.0,L1000
Clc1ccc(C2=CCCC3CCC2N3)cn1,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)Nc1ccccc1C(F)(F)F,1.0,L1000
COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1ccc(Cl)cc1)CC31CCN(Cc2nccs2)CC1,1.0,L1000
COc1ccc(N(C(=O)c2ccccc2)S(=O)(=O)c2cc(OC)ccc2OC)cc1,1.0,L1000
CCOC(=O)N=c1[nH]c2ccccc2[nH]1,1.0,L1000
CCCC(=O)N=c1[nH]cnc2c1ncn2C1O[C@@H]2CO[PH](=O)(=O)O[C@H]2[C@H]1OC(=O)CCC,1.0,L1000
C[C@]12C[C@H](O)C3C(CC=C4CC(=O)CC[C@@]43C)C1CC[C@]2(O)C(=O)CO,1.0,L1000
c1ccc(-c2[nH]ncc2-c2ccnc3ccccc23)nc1,1.0,L1000
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,L1000
O=C(NCc1ccc2c(c1)OCO2)C1C2c3cccc(=O)n3C[C@H]([C@H]1CO)N2Cc1cccnc1,1.0,L1000
CCC(CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,1.0,L1000
Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2,1.0,Tox
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,1.0,L1000
COc1cccc(CN2CC3(CN(Cc4ccccn4)C3)c3c([nH]c4cc(OC)ccc34)[C@@H]2CO)c1,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,1.0,L1000
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.0,L1000
COc1cccc(-c2cc(=NCc3ccc4c(c3)OCO4)[nH]c(=N)[nH]2)c1,1.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)S(=O)(=O)c1ccccc1,1.0,L1000
N#CC(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,1.0,L1000
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,1.0,L1000
O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)CCl)c1ccc(F)cc1,1.0,L1000
CO[C@@H]1CC[C@H]2CCOc3ccc(C#N)cc3C(=O)N(C)C(C)C(=O)N(C)C[C@@H]1O2,1.0,L1000
