canonical_smiles,label_ACE2,DataType
CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CC[C@@H](C)CC2C(=O)O)C1,0.0,L1000
CC(C)(C)[S@+]([O-])N1Cc2cc(C(=O)NCCc3ccncc3)nc(-c3cccc(-c4ccc(C#N)cc4)c3)c2C1CCO,0.0,L1000
O=C(C[C@@H]1C=C[C@H](NC(=O)c2ccncc2)[C@@H](CO)O1)NCC1CC1,0.0,L1000
S=C(NCCCCN(Cc1ccc(Cl)cc1)c1ccc(Br)cn1)NCCCc1c[nH]cn1,0.0,L1000
O=C(N=c1[nH]ccs1)C1C2c3cccc(=O)n3C[C@@H]([C@@H]1CO)N2C(=O)C1CCCC1,0.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)Cc1ccc2c(c1)OCCO2,0.0,L1000
C[C@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)Cc1cccc2c1OCCCO2,0.0,L1000
CC(=O)O[C@@]12CO[C@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]21)C3(C)C,0.0,L1000
COc1ccc(S(=O)(=O)N(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1,0.0,L1000
O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1cccnc1,0.0,L1000
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](c3ccccc3)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,0.0,L1000
Nc1ccc(CCNC(=O)C2[C@@H](O)CC[C@@H]3CN4CCc5c([nH]c6ccccc56)[C@@H]4C[C@H]23)cc1,0.0,L1000
C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)Nc3cccc4ccccc34)ccc2O1,0.0,L1000
CO[C@H]1C[C@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)C(C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0.0,L1000
CC(C)(C)[S@+]([O-])N1Cc2cc(C(=O)NCc3ccccc3F)nc(-c3cccc(-c4cncnc4)c3)c2C1CCO,0.0,L1000
COc1ccc(CN(C)C[C@@H]2Oc3c(NS(C)(=O)=O)cccc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1,0.0,L1000
NC(Cc1c[nH]c2ccccc12)C(=O)O,0.0,Tox
COc1cc2ncn(-c3cc(OCc4ccc(S(C)(=O)=O)cc4)c(C(N)=O)s3)c2cc1OC,0.0,L1000
CCNC(=O)Nc1ccc2c(c1)C(=O)N(C)[C@H]1CC[C@@H](CC(=O)N[C@H](C)c3ccccc3)O[C@@H]1CO2,0.0,L1000
CO[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)[C@@H](C)CN(Cc1ccccc1Cl)[C@@H](C)CO,0.0,L1000
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,0.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCc2ccccc2-c2ccccc2C1=O,0.0,L1000
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0.0,L1000
Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCC[C@H](C)O2,0.0,L1000
CO[C@@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@@H]2O[C@H](CC[C@@H]2OC)CCN(C)C(=O)C1C,0.0,L1000
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,0.0,L1000
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O,0.0,L1000
CCc1cccc(CC)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1,0.0,L1000
O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2S(=O)(=O)c2cccc(F)c2)O1)NCc1ccncn1,0.0,L1000
COc1ccc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@@H](CC(=O)N[C@@H]4CCN(Cc5ccccc5)C4)CC[C@H]32)cc1,0.0,L1000
O=C(NC1CCCCC1)N[C@@H]1C=C[C@@H](CC(=O)N2CCOCC2)O[C@@H]1CO,0.0,L1000
CC(=O)N(C[C@H]1N[C@H](CO)[C@@H]1c1ccc(-c2ccccc2)cc1)C(C)C,0.0,L1000
COc1ccc(N=Nc2cc(C)c(N=Nc3ccc(S(=O)(=O)O)cc3)cc2OC)cc1,0.0,Tox
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(NC(=O)C3CC3)ccc2O[C@H]1CN(C)Cc1ccc(C(=O)O)cc1,0.0,L1000
COC(C(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@@H](C)CO)C[C@H]1C)c1ccccc1,0.0,L1000
ClC(Cl)(Cl)Cl,0.0,Tox
COc1cccc(C(=O)Nc2ccc3c(c2)C(=O)N(C)[C@H]2CC[C@@H](CC(=O)NCCCN4CCOCC4)O[C@@H]2CO3)c1,0.0,L1000
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1,0.0,L1000
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(-c3cccc(C#N)c3)cc2O[C@H]1CN(C)C(=O)C1CC1,0.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(C)(=O)=O)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O,0.0,L1000
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],0.0,Tox
CC(=O)O[C@H]1C(OC=C(C)C(=O)O)C(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)C5CCC4(C)[C@]3(C)C[C@@H](O)C21CO,0.0,L1000
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccc(-c4nccs4)cc3)c2O[C@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1,0.0,L1000
CS(=O)(=O)/C(C#N)=C/c1cccn1S(=O)(=O)c1ccccc1,0.0,L1000
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O,0.0,L1000
CCCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C(=O)c1cccnc1)C[C@@H](C)[C@@H](OC)CN(C)C2=O,0.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(C(=O)O)c2)OCc2ccccc2-c2c(n(C)c3ccccc23)C1=O,0.0,L1000
COc1cccc(NC(=O)N2CC(=O)N3[C@H](C2)[C@@H](c2ccc(C#CCC4CCCC4)cc2)[C@@H]3CO)c1,0.0,L1000
O=C1CN(S(=O)(=O)Cc2ccccc2)C[C@@H]2[C@@H](c3ccc(C#Cc4ccccc4)cc3)[C@@H](CO)N12,0.0,L1000
Cn1cnc(S(=O)(=O)N[C@H]2C=C[C@@H](CC(=O)N3CCN(c4ccccc4)CC3)O[C@H]2CO)c1,0.0,L1000
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,0.0,L1000
CN1c2ccccc2C(NCCCCCCC(O)=NO)c2ccc(Cl)cc2S1(=O)=O,0.0,L1000
COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)O,0.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3c(c2)OCCN3C)OCc2cnnn2CCCC1=O,0.0,L1000
CN1C[C@H]2[C@@H](c3ccccc31)[C@H](CO)N2Cc1ccccc1Cl,0.0,L1000
CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H](C(C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,0.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(-c3ccccc3)cc2)Oc2c(cccc2N(C)C)C1=O,0.0,L1000
C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1,0.0,L1000
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.0,Tox
COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C(C)=O)CC31CCN(Cc2cc(-c3ccccc3)on2)CC1,0.0,L1000
NCC[C@@H]1CC[C@@H](NC(=O)c2ccccc2F)[C@H](CO)O1,0.0,L1000
C1N2CN3CN1CN(C2)C3,0.0,Tox
Cc1cccc(-c2ccc([C@@H]3[C@H]4CN(Cc5cccc(F)c5)C[C@@H]3N4)cc2)c1,0.0,L1000
OC[C@H]1[C@@H](c2ccc(C#Cc3ccccc3F)cc2)[C@H]2CN(CC3CCOCC3)CCCCN21,0.0,L1000
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(C3=CCCCC3)cnc2O[C@@H]1CN(C)Cc1ccccc1,0.0,L1000
COC(=O)C1[C@H](CO)[C@H]2Cn3c(ccc(-c4cccc(OC)c4)c3=O)C2N1Cc1nccs1,0.0,L1000
CC(C)(C)c1ccc(OCCCn2c(=O)sc3ccccc32)cc1,0.0,L1000
C[C@@H]1CCCCO[C@H](CN(C)Cc2ccncc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.0,L1000
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,0.0,L1000
COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc2c(c[nH]1)N(C)C(=O)CCN2C1CCC(O)CC1,0.0,L1000
Cc1occc(=O)c1O,0.0,L1000
O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)CC4CC4)ccc3O[C@H]2[C@@H](CO)O1)NCc1ccc(Cl)cc1,0.0,L1000
CN(C)CC(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)NCc3ccc(-c4ccccc4)cc3)O[C@H](CO)[C@@H]1O2,0.0,L1000
COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,0.0,L1000
C[C@H]1CCCCO[C@@H](CN(C)CC2CC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3ccc4c(c3)OCO4)ccc2O1,0.0,L1000
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2cc[nH]c(=N)c2Cl)c(F)c1,0.0,L1000
c1ccc2c(-c3ccncc3)c[nH]c2c1,0.0,L1000
C/C=C/c1ccc([C@@H]2[C@@H](CO)N3CCCCN(S(=O)(=O)c4ccc(OC)cc4)C[C@@H]23)cc1,0.0,L1000
COc1ccc(C#Cc2cnc3c(c2)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)O3)cc1,0.0,L1000
O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)C4CCOCC4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1cccnc1,0.0,L1000
CC(=O)O[C@]1(C(C)=O)CC[C@H]2C3=CC(C)=C4CC(=O)CCC4[C@H]3CC[C@@]21C,0.0,L1000
N#Cc1cccc(-c2ccc([C@H]3[C@H](CO)N4CCCCN(C(=O)Nc5ccc(F)cc5)C[C@@H]34)cc2)c1,0.0,L1000
CCn1cc(C(C)NC(=S)Nc2cccc([N+](=O)[O-])c2)c(C)n1,0.0,L1000
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0.0,L1000
O=C(N[C@H]1C=C[C@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@@H]1CO)c1cnccn1,0.0,L1000
COCC(C)NCc1ccc(OC)c(OC)c1OC,0.0,L1000
COCCNC(=O)c1cc2c(c(-c3cccc(-c4cccc(F)c4)c3)n1)C(CCO)N([S+]([O-])C(C)(C)C)C2,0.0,L1000
O=c1cc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)[nH]c(=O)n1C1CCCCC1,0.0,L1000
CN(C)C(=O)c1cccc(-c2ccc([C@H]3[C@@H](CO)N4CCCCN(CCC(F)(F)F)C[C@H]34)cc2)c1,0.0,L1000
COc1ccccc1-c1ccc([C@@H]2[C@@H](C#N)N[C@@H]2CO)cc1,0.0,L1000
CO[C@@H](CN(C)S(=O)(=O)c1ccccc1)[C@H](C)CN(Cc1ccccc1Cl)[C@H](C)CO,0.0,L1000
CN(C)CCCN1c2ccc([N+](=O)[O-])cc2CCc2cc([N+](=O)[O-])ccc21,0.0,L1000
COc1ccccc1NC(=O)N1CC(=O)N2[C@@H](CO)[C@H](c3ccc(C#CC(C)C)cc3)[C@@H]2C1,0.0,L1000
C[C@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)C(=O)c1ccc(F)cc1,0.0,L1000
C[C@H](NC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)Nc2cccc(Cl)c2)O1)c1ccccc1,0.0,L1000
COc1cc2c(cc1O)C(C)NCC2,0.0,L1000
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.0,L1000
COc1cccc(NC(=O)N(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N([C@@H](C)CO)C[C@H]2C)c1,0.0,L1000
O=C(C[C@@H]1C=C[C@@H](NC(=O)Nc2cc(F)ccc2F)[C@@H](CO)O1)NCc1ccc2c(c1)OCO2,0.0,L1000
Cc1ccccc1S(=O)(=O)N1CC[C@@H]2[C@H](CO)Nc3ccc(C#Cc4ccccc4)cc3[C@@H]21,0.0,L1000
COc1cccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C)[C@H]2CC[C@H](CC(=O)Nc4ccc(C(C)C)cc4)O[C@@H]2CO3)c1,0.0,L1000
COCC(=O)N1[C@H](C#N)[C@@H](c2ccc(C3=CCCCC3)cc2)[C@@H]1CO,0.0,L1000
COc1cccc(C#Cc2ccc([C@@H]3[C@H](C#N)N(C(=O)c4ccccn4)[C@H]3CO)cc2)c1,0.0,L1000
O=[N+]([O-])c1cccc2ccccc12,0.0,Tox
CS(=O)(=O)N1CC2(C1)[C@H](c1ccccc1)[C@H](CO)N2CCC(F)(F)F,0.0,L1000
CCNC[C@H]1[C@@H](c2ccccc2)[C@@H](CO)N1C(=O)Cc1ccccn1,0.0,L1000
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(C#CC3(O)CCCC3)cnc2O[C@@H]1CN(C)C(=O)C1CCOCC1,0.0,L1000
CO[C@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](OC)C(C)C(=O)N(C)C[C@H]1O2,0.0,L1000
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1cnco1)c1ccc(C(C)(C)C)cc1,0.0,L1000
CCCNC(=O)c1cc2c(c(-c3cccc(-c4cccc(OC)c4)c3)n1)C(CCO)N([S@+]([O-])C(C)(C)C)C2,0.0,L1000
CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,0.0,L1000
CC(C)NC(=O)N1[C@H](C#N)[C@@H](c2ccc(-c3ccc(F)cc3)cc2)[C@H]1CO,0.0,L1000
O=C(CN1CCOCC1)NC[C@H]1N[C@H](CO)[C@@H]1c1ccc(-c2ccccc2)cc1,0.0,L1000
CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)CC1CCCCC1)OCCCC[C@H](C)O2,0.0,L1000
CCC(=O)N1CC(=O)N2[C@@H](CO)[C@H](c3ccc(C#CCC(C)C)cc3)[C@@H]2C1,0.0,L1000
C[C@H]1CCCCO[C@@H](CN(C)C(=O)c2ccncc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.0,L1000
CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C,0.0,L1000
OCC(O)c1oc(O)c(O)c1O,0.0,L1000
O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2Cc2cc(F)ccc2F)O1)NCc1ccc(Cl)cc1,0.0,L1000
COc1cc(CC(C)(N)C(=O)O)ccc1OS(=O)(=O)O,0.0,L1000
CC1CC(=O)NN=C1c1ccc(Cl)cc1,0.0,L1000
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)C3CCCCC3)c2O[C@@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1,0.0,L1000
Clc1cc(Cl)c(OCC#CI)cc1Cl,0.0,L1000
CCC(=O)N1C[C@@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NC(=O)c3ccccc3)cc2OC[C@H]1C,0.0,L1000
Cn1nnnc1Sc1ncnc2scc(-c3cccc(C(F)(F)F)c3)c12,0.0,L1000
CN(C)CCCSC(=N)N,0.0,L1000
CC(C)(C)C(NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N1CCCC1C(=O)N[C@H](C#N)CC(=O)O,0.0,L1000
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3c(C)noc3C)cc2OC[C@@H](C)NC[C@@H]1C,0.0,L1000
CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN(Cc1ccc(-c3ccccn3)cc1)[C@@H](C)CO2,0.0,L1000
CO[C@H](CN(C)C(=O)c1ccccc1F)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccccc1,0.0,L1000
COc1cccc(NC(=O)N2[C@@H]3CNC[C@H]2[C@H]3c2ccc(-c3ccncc3)cc2)c1,0.0,L1000
COC(C(=O)n1cc2[nH][nH]c(=NC(O)c3ccc(N4CCN(C)CC4)cc3)c2c1)c1ccccc1,0.0,L1000
COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1,0.0,L1000
CO[C@@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@H]2O[C@H](CC[C@@H]2OC)CCN(C)C(=O)C1C,0.0,L1000
CO[C@H](CN(C)C(=O)Nc1ccc(Cl)cc1)[C@H](C)CN(Cc1ccccc1Cl)[C@H](C)CO,0.0,L1000
CNC[C@H]1Oc2ccc(NS(=O)(=O)c3ccccc3)cc2CC(=O)N([C@@H](C)CO)C[C@@H]1C,0.0,L1000
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)NC3CCCCC3)c2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,0.0,L1000
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@H]6[C@@H]5C[C@@H](O)[C@]5(C)C(c7coc(O)c7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.0,L1000
Cc1cc(=NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3)c2Cl)[nH]o1,0.0,L1000
O=C(Cc1cccnc1)N[C@@H]1CC[C@H](CCNS(=O)(=O)c2ccccc2Cl)O[C@@H]1CO,0.0,L1000
COc1ccccc1NC(=O)N[C@H]1CC[C@H](CCn2cc(C3(O)CCCC3)nn2)O[C@@H]1CO,0.0,L1000
COc1ccc(S(=O)(=O)N(C)C[C@H]2OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C(=O)N([C@@H](C)CO)C[C@@H]2C)cc1,0.0,L1000
CC[C@H](C)C(NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)CCNC(C)=O)C(C)C)C(=O)N[C@]1(C)CCC/C=C\CCC[C@](C)(C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC1=O,0.0,L1000
O=C(C[C@@H]1C[C@@H]2c3cc(NC(=O)C4CCOCC4)ccc3O[C@@H]2[C@H](CO)O1)NCc1cc(F)ccc1F,0.0,L1000
COc1ccc(-c2ccc([C@@H]3[C@H]4CN(C(=O)C5CC5)CC(=O)N4[C@H]3CO)cc2)cc1,0.0,L1000
O=C(NC[C@H]1N[C@H](CO)[C@@H]1c1ccc(C2=CCCCC2)cc1)c1cccc(F)c1,0.0,L1000
COc1ccccc1CNC(=O)C[C@@H]1C=C[C@H](NC(=O)CN(C)C)[C@H](CO)O1,0.0,L1000
COc1cc(-c2cc[n+](C)cc2)ccc1O,0.0,L1000
O=C(C1CC1)N1CC2(C1)[C@@H](c1ccccc1)[C@@H](CO)N2Cc1ccc(Cl)cc1,0.0,L1000
C[C@H](NC(=O)C[C@H]1C=C[C@@H](NC(=O)Cc2ccccn2)[C@H](CO)O1)c1ccccc1,0.0,L1000
CCC(C)=NO,0.0,Tox
OC[C@@H]1[C@@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(CC3CCOCC3)CCCCN12,0.0,L1000
O=C(C[C@H]1C[C@H]2c3cc(NC(=O)C4CCOCC4)ccc3O[C@H]2[C@@H](CO)O1)NCc1cccnc1,0.0,L1000
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2cccnc2)Oc2cc(C#CC3(O)CCCC3)ccc2S1(=O)=O,0.0,L1000
C/C=C/c1ccc([C@H]2[C@@H](CO)N3C(=O)CN(C(=O)NC4CCCCC4)C[C@@H]23)cc1,0.0,L1000
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@H]1CN(C)Cc1cncnc1,0.0,L1000
CNC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1,0.0,L1000
COCCN(C[C@@H]1[C@@H](c2ccccc2)[C@H](CO)N1C(=O)C1CCC1)C(C)=O,0.0,L1000
O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,0.0,L1000
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,0.0,L1000
CC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,0.0,L1000
N#Cc1sc2nc(C3CC3)cc(-c3ccc(Cl)cc3)c2c1N,0.0,L1000
CO[C@@H]1CN(C)C(=O)c2cc(C#N)ccc2OCC[C@H]2CC[C@@H](OC)[C@H](CN(C)C(=O)C1C)O2,0.0,L1000
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2Cc2nccs2)O1)NCc1ccccc1Cl,0.0,L1000
N[C@@H]1CC[C@@H](CCn2cc(C3(O)CCCC3)nn2)O[C@H]1CO,0.0,L1000
CCCNC(=O)N1CC2(C1)[C@@H](c1ccccc1)[C@@H](CO)N2CC1CCOCC1,0.0,L1000
ClC(=Cn1cncn1)c1ccc(Cl)cc1Cl,0.0,L1000
CO[C@H]1CC[C@@H]2CCOc3ccc(C#N)cc3C(=O)N(C)CC(C)C(=O)N(C)C[C@H]1O2,0.0,L1000
O=C1c2ccccc2NC(c2ccc(-c3cccs3)o2)N1O,0.0,L1000
Cc1cc(C)cc(S(=O)(=O)N2CCN(c3nc(-c4cccs4)nc4ccccc34)CC2)c1,0.0,L1000
O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2cccnc2)O1)NCc1ccc(-c2ccccc2)cc1,0.0,L1000
CO[C@H](CN(C)Cc1ccc2c(c1)OCO2)[C@@H](C)CN(C(=O)c1ccccc1)[C@@H](C)CO,0.0,L1000
C[C@H](NC(=O)C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)c1ccccc1,0.0,L1000
COc1cccc(-c2ccc([C@H]3[C@H]4CN(S(=O)(=O)c5ccccc5F)C[C@@H]3N4)cc2)c1,0.0,L1000
C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)C1CCCCC1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,0.0,L1000
O=C(C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccccc4)ccc3O[C@@H]2[C@H](CO)O1)NCC(F)(F)F,0.0,L1000
CNC[C@H]1Oc2ccc(NS(=O)(=O)c3ccccc3)cc2CC(=O)N([C@H](C)CO)C[C@@H]1C,0.0,L1000
O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2cccnc2)O1)Nc1ccc(-c2ccccc2)cc1,0.0,L1000
CN(C)c1ccc(N=NS(=O)(=O)O)cc1,0.0,Tox
C=Cc1ccccc1,0.0,Tox
CO[C@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)[C@H](C)CO,0.0,L1000
CCCCCCCCCCCCCCCC(=O)OCC(O)c1oc(O)c(O)c1O,0.0,L1000
CCCN(CCC)c1nc(N2CCCC2)nc2cc(OC)c(OC)cc12,0.0,L1000
C=C1C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)C(CC(=O)OC)[C@@]21C,0.0,L1000
CC(Cl)(Cl)Cl,0.0,Tox
COc1ccccc1S(=O)(=O)N[C@H]1CC[C@@H](CC(=O)NCc2cccc(F)c2)O[C@H]1CO,0.0,L1000
C[C@@H](NC(O)c1[nH]c2c(cn3c(O)c(C4CCCC4)ccc23)c1CO)c1ccccc1,0.0,L1000
CCNC(=O)C1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)C2N1C(=O)Cc1cccnc1,0.0,L1000
COc1ccccc1-c1ccc2c(c1)O[C@H](CN(C)C(=O)c1cccnc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0.0,L1000
CC(C)(C)CCN1C[C@H]2C(CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1,0.0,L1000
COc1cccc2c1OC1C(=O)CC[C@H]3CN(C)CCC213,0.0,L1000
